a_name,b_name,count,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,TAX_FNCACT_HACKERS,406735,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,13873310,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,WB_696_PUBLIC_SECTOR_MANAGEMENT,8322458,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,USPEC_POLICY1,16744211,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,WB_832_ANTI_CORRUPTION,13520131,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,WB_694_BROADCAST_AND_MEDIA,11387128,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,KILL,10346663,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,MANMADE_DISASTER_IMPLIED,18950189,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,EDUCATION,13482122,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,EPU_ECONOMY_HISTORIC,10883531,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,CRISISLEX_CRISISLEXREC,9935262,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,SECURITY_SERVICES,11995382,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_670_ICT_SECURITY,786220,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,USPEC_POLITICS_GENERAL1,9446483,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,SOC_GENERALCRIME,7847225,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,LEADER,12270712,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,MEDIA_MSM,14673904,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,EPU_POLICY_GOVERNMENT,10129336,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,LEADER,12690274,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,EPU_CATS_MIGRATION_FEAR_FEAR,9946592,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,GENERAL_GOVERNMENT,15106842,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_2433_CONFLICT_AND_VIOLENCE,16101674,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_678_DIGITAL_GOVERNMENT,8215648,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_840_JUSTICE,6995803,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_831_GOVERNANCE,6560557,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,TAX_FNCACT_HACKERS,146952,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,8215643,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_696_PUBLIC_SECTOR_MANAGEMENT,12877835,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,USPEC_POLICY1,10592369,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_831_GOVERNANCE,5948186,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,WB_694_BROADCAST_AND_MEDIA,7212158,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,KILL,16420513,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,MANMADE_DISASTER_IMPLIED,16260299,,,,,,,,,,,,,,,,,,,,
ARMEDCONFLICT,EDUCATION,11213599,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,EPU_ECONOMY_HISTORIC,10667912,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,SECURITY_SERVICES,8944264,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_670_ICT_SECURITY,1418605,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,USPEC_POLITICS_GENERAL1,13051547,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,SOC_GENERALCRIME,6334020,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,TAX_FNCACT_PRESIDENT,11584044,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,MEDIA_MSM,18586713,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,EPU_POLICY_GOVERNMENT,10446721,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,LEADER,11708711,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,EPU_ECONOMY_HISTORIC,7007499,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,GENERAL_GOVERNMENT,12626799,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_2433_CONFLICT_AND_VIOLENCE,11499135,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_678_DIGITAL_GOVERNMENT,11565913,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_1014_CRIMINAL_JUSTICE,7381193,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_831_GOVERNANCE,8471674,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,TAX_FNCACT_HACKERS,206203,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,11565890,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_696_PUBLIC_SECTOR_MANAGEMENT,10487243,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,USPEC_POLICY1,27625848,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_832_ANTI_CORRUPTION,7281931,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,WB_694_BROADCAST_AND_MEDIA,9090893,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,KILL,11344343,,,,,,,,,,,,,,,,,,,,
EPU_ECONOMY_HISTORIC,MANMADE_DISASTER_IMPLIED,16330266,,,,,,,,,,,,,,,,,,,,
EDUCATION,EPU_ECONOMY_HISTORIC,11689991,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,SECURITY_SERVICES,10817065,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_670_ICT_SECURITY,2117077,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,USPEC_POLITICS_GENERAL1,12498296,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,SOC_GENERALCRIME,17440791,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,TAX_FNCACT_PRESIDENT,16698321,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,MEDIA_MSM,8006405,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,EPU_POLICY_GOVERNMENT,8407377,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,LEADER,11102274,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,EPU_CATS_MIGRATION_FEAR_FEAR,18001650,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,GENERAL_GOVERNMENT,11601749,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_2433_CONFLICT_AND_VIOLENCE,9308423,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_678_DIGITAL_GOVERNMENT,17808594,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_1014_CRIMINAL_JUSTICE,15846241,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_831_GOVERNANCE,14531238,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,TAX_FNCACT_HACKERS,377493,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,17808585,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_696_PUBLIC_SECTOR_MANAGEMENT,10494760,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,USPEC_POLICY1,23355867,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_832_ANTI_CORRUPTION,13396462,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,WB_694_BROADCAST_AND_MEDIA,14872229,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,KILL,9519428,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,MANMADE_DISASTER_IMPLIED,8368538,,,,,,,,,,,,,,,,,,,,
CRISISLEX_CRISISLEXREC,EDUCATION,20298712,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_670_ICT_SECURITY,727816,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,USPEC_POLITICS_GENERAL1,10670390,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,SOC_GENERALCRIME,12981127,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,USPEC_POLITICS_GENERAL1,7802783,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,MEDIA_MSM,12638544,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,EPU_POLICY_GOVERNMENT,8466795,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,LEADER,13838341,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,EPU_CATS_MIGRATION_FEAR_FEAR,9752728,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,GENERAL_GOVERNMENT,12550064,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_2433_CONFLICT_AND_VIOLENCE,11286840,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_678_DIGITAL_GOVERNMENT,7385474,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_1014_CRIMINAL_JUSTICE,11973631,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_831_GOVERNANCE,10246608,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,TAX_FNCACT_HACKERS,143956,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,7385474,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_696_PUBLIC_SECTOR_MANAGEMENT,16939098,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,USPEC_POLICY1,11215084,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_832_ANTI_CORRUPTION,9762599,,,,,,,,,,,,,,,,,,,,
SECURITY_SERVICES,WB_694_BROADCAST_AND_MEDIA,8757615,,,,,,,,,,,,,,,,,,,,
KILL,SECURITY_SERVICES,13715982,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,SECURITY_SERVICES,14827567,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,EDUCATION,10179672,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,1377608,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_678_DIGITAL_GOVERNMENT,359122,,,,,,,,,,,,,,,,,,,,
LEADER,USPEC_POLITICS_GENERAL1,598809,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,1031517,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,GENERAL_GOVERNMENT,782643,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,1050563,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,474742,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,1077575,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_2433_CONFLICT_AND_VIOLENCE,881360,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,455668,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_840_JUSTICE,737260,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_831_GOVERNANCE,720273,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_678_DIGITAL_GOVERNMENT,117383,,,,,,,,,,,,,,,,,,,,
WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,WB_670_ICT_SECURITY,455697,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_696_PUBLIC_SECTOR_MANAGEMENT,1731876,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,1393803,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_832_ANTI_CORRUPTION,626765,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_694_BROADCAST_AND_MEDIA,919147,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,649194,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,662783,,,,,,,,,,,,,,,,,,,,
WB_670_ICT_SECURITY,WB_678_DIGITAL_GOVERNMENT,781420,,,,,,,,,,,,,,,,,,,,
LEADER,SOC_GENERALCRIME,7171821,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_PRESIDENT,USPEC_POLITICS_GENERAL1,13329076,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,USPEC_POLITICS_GENERAL1,8598147,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,USPEC_POLITICS_GENERAL1,10982593,,,,,,,,,,,,,,,,,,,,
LEADER,USPEC_POLITICS_GENERAL1,18407095,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,USPEC_POLITICS_GENERAL1,11016763,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,USPEC_POLITICS_GENERAL1,15638066,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_2433_CONFLICT_AND_VIOLENCE,15886453,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_678_DIGITAL_GOVERNMENT,16139182,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_1014_CRIMINAL_JUSTICE,11353358,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_831_GOVERNANCE,12326101,,,,,,,,,,,,,,,,,,,,
CYBER_ATTACK,TAX_FNCACT_HACKERS,203952,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,16884650,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_696_PUBLIC_SECTOR_MANAGEMENT,12104930,,,,,,,,,,,,,,,,,,,,
USPEC_POLICY1,USPEC_POLITICS_GENERAL1,28575730,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_832_ANTI_CORRUPTION,10651941,,,,,,,,,,,,,,,,,,,,
USPEC_POLITICS_GENERAL1,WB_694_BROADCAST_AND_MEDIA,13476703,,,,,,,,,,,,,,,,,,,,
KILL,USPEC_POLITICS_GENERAL1,14491832,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,USPEC_POLITICS_GENERAL1,16884352,,,,,,,,,,,,,,,,,,,,
EDUCATION,USPEC_POLITICS_GENERAL1,17496283,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,USPEC_POLITICS_GENERAL1,5473009,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,MEDIA_MSM,6797802,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,EPU_POLICY_GOVERNMENT,4589406,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,USPEC_POLITICS_GENERAL1,7636040,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,SOC_GENERALCRIME,8741750,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,GENERAL_GOVERNMENT,6867346,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_2433_CONFLICT_AND_VIOLENCE,9310292,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_678_DIGITAL_GOVERNMENT,6803828,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_1014_CRIMINAL_JUSTICE,8663183,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_831_GOVERNANCE,7425093,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,TAX_FNCACT_HACKERS,99393,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,7060951,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_696_PUBLIC_SECTOR_MANAGEMENT,12377826,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,USPEC_POLICY1,7994267,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_832_ANTI_CORRUPTION,7099029,,,,,,,,,,,,,,,,,,,,
SOC_GENERALCRIME,WB_694_BROADCAST_AND_MEDIA,5821418,,,,,,,,,,,,,,,,,,,,
KILL,SOC_GENERALCRIME,8948010,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,MANMADE_DISASTER_IMPLIED,8394965,,,,,,,,,,,,,,,,,,,,
CRISISLEX_C07_SAFETY,EDUCATION,5412339,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,TAX_FNCACT_PRESIDENT,11328412,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,TAX_FNCACT_PRESIDENT,12213037,,,,,,,,,,,,,,,,,,,,
LEADER,TAX_FNCACT_PRESIDENT,13227402,,,,,,,,,,,,,,,,,,,,
LEADER,USPEC_POLITICS_GENERAL1,6116635,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,TAX_FNCACT_PRESIDENT,8282532,,,,,,,,,,,,,,,,,,,,
LEADER,WB_2433_CONFLICT_AND_VIOLENCE,11657821,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_PRESIDENT,WB_678_DIGITAL_GOVERNMENT,8355819,,,,,,,,,,,,,,,,,,,,
LEADER,WB_1014_CRIMINAL_JUSTICE,5964918,,,,,,,,,,,,,,,,,,,,
LEADER,WB_831_GOVERNANCE,6374899,,,,,,,,,,,,,,,,,,,,
LEADER,TAX_FNCACT_HACKERS,149254,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_PRESIDENT,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,8355811,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_PRESIDENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,13715848,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_PRESIDENT,USPEC_POLICY1,14345450,,,,,,,,,,,,,,,,,,,,
LEADER,WB_832_ANTI_CORRUPTION,5517116,,,,,,,,,,,,,,,,,,,,
TAX_FNCACT_PRESIDENT,WB_694_BROADCAST_AND_MEDIA,7126273,,,,,,,,,,,,,,,,,,,,
LEADER,USPEC_POLITICS_GENERAL1,10242769,,,,,,,,,,,,,,,,,,,,
LEADER,MANMADE_DISASTER_IMPLIED,12315149,,,,,,,,,,,,,,,,,,,,
LEADER,USPEC_POLITICS_GENERAL1,10919930,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,MEDIA_MSM,11053537,,,,,,,,,,,,,,,,,,,,
LEADER,MEDIA_MSM,14345436,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,MEDIA_MSM,7535196,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,MEDIA_MSM,16434383,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_2433_CONFLICT_AND_VIOLENCE,10952844,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_678_DIGITAL_GOVERNMENT,16919207,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_840_JUSTICE,9442043,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_831_GOVERNANCE,9460583,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,TAX_FNCACT_HACKERS,202770,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,16919201,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_696_PUBLIC_SECTOR_MANAGEMENT,17483036,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,USPEC_POLICY1,15891007,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_832_ANTI_CORRUPTION,8579519,,,,,,,,,,,,,,,,,,,,
MEDIA_MSM,WB_694_BROADCAST_AND_MEDIA,15138920,,,,,,,,,,,,,,,,,,,,
KILL,MEDIA_MSM,10945825,,,,,,,,,,,,,,,,,,,,
MANMADE_DISASTER_IMPLIED,MEDIA_MSM,12986472,,,,,,,,,,,,,,,,,,,,
EDUCATION,MEDIA_MSM,11631157,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,LEADER,10141088,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,GENERAL_GOVERNMENT,7656627,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,GENERAL_GOVERNMENT,17134168,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,WB_2433_CONFLICT_AND_VIOLENCE,9829288,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,WB_678_DIGITAL_GOVERNMENT,8653241,,,,,,,,,,,,,,,,,,,,
Unexpected exception in query operation:,,,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,WB_831_GOVERNANCE,7162831,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,TAX_FNCACT_HACKERS,194060,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,9419722,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,WB_696_PUBLIC_SECTOR_MANAGEMENT,15344536,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,USPEC_POLICY1,18586153,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,WB_832_ANTI_CORRUPTION,6023191,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,WB_694_BROADCAST_AND_MEDIA,7161190,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,KILL,11299480,,,,,,,,,,,,,,,,,,,,
EPU_POLICY_GOVERNMENT,MANMADE_DISASTER_IMPLIED,10418655,,,,,,,,,,,,,,,,,,,,
EDUCATION,EPU_POLICY_GOVERNMENT,9647323,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,LEADER,9097534,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,LEADER,13988784,,,,,,,,,,,,,,,,,,,,
LEADER,WB_2433_CONFLICT_AND_VIOLENCE,14711249,,,,,,,,,,,,,,,,,,,,
LEADER,WB_678_DIGITAL_GOVERNMENT,11082181,,,,,,,,,,,,,,,,,,,,
LEADER,WB_1014_CRIMINAL_JUSTICE,10133471,,,,,,,,,,,,,,,,,,,,
LEADER,WB_831_GOVERNANCE,10912843,,,,,,,,,,,,,,,,,,,,
LEADER,TAX_FNCACT_HACKERS,216259,,,,,,,,,,,,,,,,,,,,
LEADER,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,11602379,,,,,,,,,,,,,,,,,,,,
LEADER,WB_696_PUBLIC_SECTOR_MANAGEMENT,10220940,,,,,,,,,,,,,,,,,,,,
LEADER,USPEC_POLICY1,24761518,,,,,,,,,,,,,,,,,,,,
LEADER,WB_832_ANTI_CORRUPTION,9454332,,,,,,,,,,,,,,,,,,,,
LEADER,WB_694_BROADCAST_AND_MEDIA,11219844,,,,,,,,,,,,,,,,,,,,
LEADER,USPEC_POLITICS_GENERAL1,13470603,,,,,,,,,,,,,,,,,,,,
LEADER,MANMADE_DISASTER_IMPLIED,11934662,,,,,,,,,,,,,,,,,,,,
EDUCATION,LEADER,12079801,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,GENERAL_GOVERNMENT,9808858,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,WB_2433_CONFLICT_AND_VIOLENCE,10131315,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,WB_678_DIGITAL_GOVERNMENT,8477591,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,WB_1014_CRIMINAL_JUSTICE,6577038,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,TAX_FNCACT_HACKERS,125204,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,8862148,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,WB_696_PUBLIC_SECTOR_MANAGEMENT,13764610,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,USPEC_POLICY1,9154714,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,WB_832_ANTI_CORRUPTION,5823022,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,WB_694_BROADCAST_AND_MEDIA,7164325,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,KILL,10588948,,,,,,,,,,,,,,,,,,,,
EPU_CATS_MIGRATION_FEAR_FEAR,MANMADE_DISASTER_IMPLIED,12195693,,,,,,,,,,,,,,,,,,,,
EDUCATION,EPU_CATS_MIGRATION_FEAR_FEAR,6205509,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_2433_CONFLICT_AND_VIOLENCE,14578491,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_678_DIGITAL_GOVERNMENT,12938562,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_1014_CRIMINAL_JUSTICE,9656773,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,WB_831_GOVERNANCE,10635267,,,,,,,,,,,,,,,,,,,,
GENERAL_GOVERNMENT,TAX_FNCACT_HACKERS,248380,,,,,,,,,,,,,,,,,,,,
